Id,ProductId,UserId,Score,Time,Summary,Text,clean_text,sentiment,words,filtered_words
7689,B001E5DZTS,A388C7DD1OMRZY,5,2007-06-22 00:00:00,Excellent replacement for Cow Milk,"I tried the condensed version and thought it was horrible so was concerned that I would not like the powdered either.  Before I tried the powdered I had some of the fresh from my grocery store and really liked it.  As it turns out, this is quite the same as the fresh and about 60% cheaper.<br /><br />We are switching because both of my kids had ear infections galore and now sinus infections galore.  One was always constipated and still is to a certain extent.  And one is showing signs of hyperactivity, which some believe may be related to a food allergy (such as cow's milk).  So I figured better safe than sorry and am switching the whole family.",i tried the condensed version and thought it was horrible so was concerned that i would not like the powdered either before i tried the powdered i had some of the fresh from my grocery store and really liked it as it turns out this is quite the same as the fresh and about 60 cheaperbr br we are switching because both of my kids had ear infections galore and now sinus infections galore one was always constipated and still is to a certain extent and one is showing signs of hyperactivity which some believe may be related to a food allergy such as cows milk so i figured better safe than sorry and am switching the whole family,Positive,"[""i"",""tried"",""the"",""condensed"",""version"",""and"",""thought"",""it"",""was"",""horrible"",""so"",""was"",""concerned"",""that"",""i"",""would"",""not"",""like"",""the"",""powdered"",""either"",""before"",""i"",""tried"",""the"",""powdered"",""i"",""had"",""some"",""of"",""the"",""fresh"",""from"",""my"",""grocery"",""store"",""and"",""really"",""liked"",""it"",""as"",""it"",""turns"",""out"",""this"",""is"",""quite"",""the"",""same"",""as"",""the"",""fresh"",""and"",""about"",""60"",""cheaperbr"",""br"",""we"",""are"",""switching"",""because"",""both"",""of"",""my"",""kids"",""had"",""ear"",""infections"",""galore"",""and"",""now"",""sinus"",""infections"",""galore"",""one"",""was"",""always"",""constipated"",""and"",""still"",""is"",""to"",""a"",""certain"",""extent"",""and"",""one"",""is"",""showing"",""signs"",""of"",""hyperactivity"",""which"",""some"",""believe"",""may"",""be"",""related"",""to"",""a"",""food"",""allergy"",""such"",""as"",""cows"",""milk"",""so"",""i"",""figured"",""better"",""safe"",""than"",""sorry"",""and"",""am"",""switching"",""the"",""whole"",""family""]","[""tried"",""condensed"",""version"",""thought"",""horrible"",""concerned"",""like"",""powdered"",""either"",""tried"",""powdered"",""fresh"",""grocery"",""store"",""really"",""liked"",""turns"",""quite"",""fresh"",""60"",""cheaperbr"",""br"",""switching"",""kids"",""ear"",""infections"",""galore"",""sinus"",""infections"",""galore"",""one"",""always"",""constipated"",""still"",""certain"",""extent"",""one"",""showing"",""signs"",""hyperactivity"",""believe"",""may"",""related"",""food"",""allergy"",""cows"",""milk"",""figured"",""better"",""safe"",""sorry"",""switching"",""whole"",""family""]"
7700,B001E5DZTS,A129YN148OM2US,5,2010-08-30 00:00:00,pleases my baby!!!,"we love the powdered goat milk taking the place of regular formula! raw goat milk is one of the closest and most nurishing milk to give a baby other then breastmilk, and when we cant get raw milk we go with powdered! it sits well in his belly and digest great! he loves loves loves it!!! i have used this milk for all 4 of my boys and it has proven to be the best formula EVER!!!! would highly recommend to anyone for their baby unless of course you can get the fresh stuff!!LOL",we love the powdered goat milk taking the place of regular formula raw goat milk is one of the closest and most nurishing milk to give a baby other then breastmilk and when we cant get raw milk we go with powdered it sits well in his belly and digest great he loves loves loves it i have used this milk for all 4 of my boys and it has proven to be the best formula ever would highly recommend to anyone for their baby unless of course you can get the fresh stufflol,Positive,"[""we"",""love"",""the"",""powdered"",""goat"",""milk"",""taking"",""the"",""place"",""of"",""regular"",""formula"",""raw"",""goat"",""milk"",""is"",""one"",""of"",""the"",""closest"",""and"",""most"",""nurishing"",""milk"",""to"",""give"",""a"",""baby"",""other"",""then"",""breastmilk"",""and"",""when"",""we"",""cant"",""get"",""raw"",""milk"",""we"",""go"",""with"",""powdered"",""it"",""sits"",""well"",""in"",""his"",""belly"",""and"",""digest"",""great"",""he"",""loves"",""loves"",""loves"",""it"",""i"",""have"",""used"",""this"",""milk"",""for"",""all"",""4"",""of"",""my"",""boys"",""and"",""it"",""has"",""proven"",""to"",""be"",""the"",""best"",""formula"",""ever"",""would"",""highly"",""recommend"",""to"",""anyone"",""for"",""their"",""baby"",""unless"",""of"",""course"",""you"",""can"",""get"",""the"",""fresh"",""stufflol""]","[""love"",""powdered"",""goat"",""milk"",""taking"",""place"",""regular"",""formula"",""raw"",""goat"",""milk"",""one"",""closest"",""nurishing"",""milk"",""give"",""baby"",""breastmilk"",""cant"",""get"",""raw"",""milk"",""go"",""powdered"",""sits"",""well"",""belly"",""digest"",""great"",""loves"",""loves"",""loves"",""used"",""milk"",""4"",""boys"",""proven"",""best"",""formula"",""ever"",""highly"",""recommend"",""anyone"",""baby"",""unless"",""course"",""get"",""fresh"",""stufflol""]"
7777,B000G7VYWU,A2RKZ839WIWVHL,5,2009-01-02 00:00:00,One Word. Delicious.,"They're not hard as a rock, or so soft that if you dip them, they'll break. For a diet pretzel, these are great (but then again, Snyders of Hanover has been at it for a long time).",theyre not hard as a rock or so soft that if you dip them theyll break for a diet pretzel these are great but then again snyders of hanover has been at it for a long time,Positive,"[""theyre"",""not"",""hard"",""as"",""a"",""rock"",""or"",""so"",""soft"",""that"",""if"",""you"",""dip"",""them"",""theyll"",""break"",""for"",""a"",""diet"",""pretzel"",""these"",""are"",""great"",""but"",""then"",""again"",""snyders"",""of"",""hanover"",""has"",""been"",""at"",""it"",""for"",""a"",""long"",""time""]","[""theyre"",""hard"",""rock"",""soft"",""dip"",""theyll"",""break"",""diet"",""pretzel"",""great"",""snyders"",""hanover"",""long"",""time""]"
8032,B004KAHKEU,A2K89R0B20LYHB,5,2011-08-28 00:00:00,"Like this texture, and tastes good","We love this vegetable pouch for our 18 month old, and more importantly she likes it too. I like that it has sort of a dry texture compared to basic blended vegetables. I stir a touch of milk into it each time and it makes it really creamy. She always finishes it, and its one of our favorites.",we love this vegetable pouch for our 18 month old and more importantly she likes it too i like that it has sort of a dry texture compared to basic blended vegetables i stir a touch of milk into it each time and it makes it really creamy she always finishes it and its one of our favorites,Positive,"[""we"",""love"",""this"",""vegetable"",""pouch"",""for"",""our"",""18"",""month"",""old"",""and"",""more"",""importantly"",""she"",""likes"",""it"",""too"",""i"",""like"",""that"",""it"",""has"",""sort"",""of"",""a"",""dry"",""texture"",""compared"",""to"",""basic"",""blended"",""vegetables"",""i"",""stir"",""a"",""touch"",""of"",""milk"",""into"",""it"",""each"",""time"",""and"",""it"",""makes"",""it"",""really"",""creamy"",""she"",""always"",""finishes"",""it"",""and"",""its"",""one"",""of"",""our"",""favorites""]","[""love"",""vegetable"",""pouch"",""18"",""month"",""old"",""importantly"",""likes"",""like"",""sort"",""dry"",""texture"",""compared"",""basic"",""blended"",""vegetables"",""stir"",""touch"",""milk"",""time"",""makes"",""really"",""creamy"",""always"",""finishes"",""one"",""favorites""]"
8343,B003VXFK44,A2C41ED481T1UD,2,2012-09-05 00:00:00,K cups disfigured and unusable,"Love the flavor, but 12 of the cups in the 24 count box were misshapen/melted, as if they'd been exposed to heat during filling.  My husband used two of the ones that were not affected, so I'm not returning them, but certainly wish quality control had caught this.  The affected k cups are so misshapen they will not fit into the space in the Keurig.",love the flavor but 12 of the cups in the 24 count box were misshapenmelted as if theyd been exposed to heat during filling my husband used two of the ones that were not affected so im not returning them but certainly wish quality control had caught this the affected k cups are so misshapen they will not fit into the space in the keurig,Negative,"[""love"",""the"",""flavor"",""but"",""12"",""of"",""the"",""cups"",""in"",""the"",""24"",""count"",""box"",""were"",""misshapenmelted"",""as"",""if"",""theyd"",""been"",""exposed"",""to"",""heat"",""during"",""filling"",""my"",""husband"",""used"",""two"",""of"",""the"",""ones"",""that"",""were"",""not"",""affected"",""so"",""im"",""not"",""returning"",""them"",""but"",""certainly"",""wish"",""quality"",""control"",""had"",""caught"",""this"",""the"",""affected"",""k"",""cups"",""are"",""so"",""misshapen"",""they"",""will"",""not"",""fit"",""into"",""the"",""space"",""in"",""the"",""keurig""]","[""love"",""flavor"",""12"",""cups"",""24"",""count"",""box"",""misshapenmelted"",""theyd"",""exposed"",""heat"",""filling"",""husband"",""used"",""two"",""ones"",""affected"",""im"",""returning"",""certainly"",""wish"",""quality"",""control"",""caught"",""affected"",""k"",""cups"",""misshapen"",""fit"",""space"",""keurig""]"
8429,B003VXFK44,A3TX6CWSZL02PW,5,2012-02-12 00:00:00,Nice flavorful and full-bodied.,A very nice flavor with no after-taste. It gives off a nice fragrance while brewing and has a very satisfying taste. You have to have another cup!,a very nice flavor with no aftertaste it gives off a nice fragrance while brewing and has a very satisfying taste you have to have another cup,Positive,"[""a"",""very"",""nice"",""flavor"",""with"",""no"",""aftertaste"",""it"",""gives"",""off"",""a"",""nice"",""fragrance"",""while"",""brewing"",""and"",""has"",""a"",""very"",""satisfying"",""taste"",""you"",""have"",""to"",""have"",""another"",""cup""]","[""nice"",""flavor"",""aftertaste"",""gives"",""nice"",""fragrance"",""brewing"",""satisfying"",""taste"",""another"",""cup""]"
8929,B009AVDFCK,ANIXLKPOLYWUY,3,2009-04-10 00:00:00,"Steaks are OK, but bacon doesn't have much flavor","These steaks came out really good, but the bacon doesn't have much flavor and doesn't seem to add to the steaks.  The size of the steaks are perfect though and I would recommend it unless you are looking for a lot of bacon flavor.",these steaks came out really good but the bacon doesnt have much flavor and doesnt seem to add to the steaks the size of the steaks are perfect though and i would recommend it unless you are looking for a lot of bacon flavor,Neutral,"[""these"",""steaks"",""came"",""out"",""really"",""good"",""but"",""the"",""bacon"",""doesnt"",""have"",""much"",""flavor"",""and"",""doesnt"",""seem"",""to"",""add"",""to"",""the"",""steaks"",""the"",""size"",""of"",""the"",""steaks"",""are"",""perfect"",""though"",""and"",""i"",""would"",""recommend"",""it"",""unless"",""you"",""are"",""looking"",""for"",""a"",""lot"",""of"",""bacon"",""flavor""]","[""steaks"",""came"",""really"",""good"",""bacon"",""doesnt"",""much"",""flavor"",""doesnt"",""seem"",""add"",""steaks"",""size"",""steaks"",""perfect"",""though"",""recommend"",""unless"",""looking"",""lot"",""bacon"",""flavor""]"
9067,B006N3IG4K,A28IUU97YHYZSL,5,2012-07-15 00:00:00,excellent taste,My second purchase of this  cofee & like the first cup it has been wonderful to wake up to.  Not too bold or brash but a good drink to start the day with,my second purchase of this cofee like the first cup it has been wonderful to wake up to not too bold or brash but a good drink to start the day with,Positive,"[""my"",""second"",""purchase"",""of"",""this"",""cofee"",""like"",""the"",""first"",""cup"",""it"",""has"",""been"",""wonderful"",""to"",""wake"",""up"",""to"",""not"",""too"",""bold"",""or"",""brash"",""but"",""a"",""good"",""drink"",""to"",""start"",""the"",""day"",""with""]","[""second"",""purchase"",""cofee"",""like"",""first"",""cup"",""wonderful"",""wake"",""bold"",""brash"",""good"",""drink"",""start"",""day""]"
9072,B006N3IG4K,A1I27UBHKLS1X9,4,2012-07-08 00:00:00,"Great, considering I usually prefer a light/medium roast","I got one K-Cup of Wolfgang Puck's Colombian Reserve dark roast as part of a variety 35-pack that I bought here on Amazon. Since I'd always assumed that I preferred the less-burnt flavor of a light or medium roast, I was pleasantly surprised that I enjoyed the way this coffee sat on my tongue. It is sweet, full, and gently bitter. I brewed it in a 9.25 oz. cup in an effort to dilute it a little, but I may be gutsy enough to try a 7.25 oz. cup the next time around.",i got one kcup of wolfgang pucks colombian reserve dark roast as part of a variety 35pack that i bought here on amazon since id always assumed that i preferred the lessburnt flavor of a light or medium roast i was pleasantly surprised that i enjoyed the way this coffee sat on my tongue it is sweet full and gently bitter i brewed it in a 925 oz cup in an effort to dilute it a little but i may be gutsy enough to try a 725 oz cup the next time around,Positive,"[""i"",""got"",""one"",""kcup"",""of"",""wolfgang"",""pucks"",""colombian"",""reserve"",""dark"",""roast"",""as"",""part"",""of"",""a"",""variety"",""35pack"",""that"",""i"",""bought"",""here"",""on"",""amazon"",""since"",""id"",""always"",""assumed"",""that"",""i"",""preferred"",""the"",""lessburnt"",""flavor"",""of"",""a"",""light"",""or"",""medium"",""roast"",""i"",""was"",""pleasantly"",""surprised"",""that"",""i"",""enjoyed"",""the"",""way"",""this"",""coffee"",""sat"",""on"",""my"",""tongue"",""it"",""is"",""sweet"",""full"",""and"",""gently"",""bitter"",""i"",""brewed"",""it"",""in"",""a"",""925"",""oz"",""cup"",""in"",""an"",""effort"",""to"",""dilute"",""it"",""a"",""little"",""but"",""i"",""may"",""be"",""gutsy"",""enough"",""to"",""try"",""a"",""725"",""oz"",""cup"",""the"",""next"",""time"",""around""]","[""got"",""one"",""kcup"",""wolfgang"",""pucks"",""colombian"",""reserve"",""dark"",""roast"",""part"",""variety"",""35pack"",""bought"",""amazon"",""since"",""id"",""always"",""assumed"",""preferred"",""lessburnt"",""flavor"",""light"",""medium"",""roast"",""pleasantly"",""surprised"",""enjoyed"",""way"",""coffee"",""sat"",""tongue"",""sweet"",""full"",""gently"",""bitter"",""brewed"",""925"",""oz"",""cup"",""effort"",""dilute"",""little"",""may"",""gutsy"",""enough"",""try"",""725"",""oz"",""cup"",""next"",""time"",""around""]"
9305,B006N3IG4K,A16SLC7GSYNE12,3,2011-01-10 00:00:00,A bit of a disappointment.,"I was expecting a mellow caramel flavor, but this coffee is a bit sharp and you really can't make out any carmel flavor.",i was expecting a mellow caramel flavor but this coffee is a bit sharp and you really cant make out any carmel flavor,Neutral,"[""i"",""was"",""expecting"",""a"",""mellow"",""caramel"",""flavor"",""but"",""this"",""coffee"",""is"",""a"",""bit"",""sharp"",""and"",""you"",""really"",""cant"",""make"",""out"",""any"",""carmel"",""flavor""]","[""expecting"",""mellow"",""caramel"",""flavor"",""coffee"",""bit"",""sharp"",""really"",""cant"",""make"",""carmel"",""flavor""]"
